,seas_id,experience,g,ts_percent,x3p_ar,f_tr,orb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,dws,ws_48,obpm,dbpm,vorp,x3p,x3p_percent,x2p_percent,ft,ft_percent,trb,ast,stl,blk,tov,pf,pts,attend,tm_win_percent,seas_avg_attend,Pos_PF,Pos_PF-SF,Pos_PG,Pos_SF,Pos_SF-SG,Pos_SG,Pos_SG-PG
310,30768,11,34,0.498,0.322,0.334,2.1,6.8,35.3,1.8,1.4,17.1,27.0,0.7,0.02,-0.8,-0.4,0.1,33.0,0.303,0.459,77,0.681,92.0,178,27.0,12.0,80.0,59,386,720543.0,0.5365853658536586,739389.365131579,0,0,1,0,0,0,0
311,30769,1,28,0.446,0.409,0.158,2.5,8.3,9.2,1.2,1.6,8.0,20.4,0.3,-0.031,-5.8,-1.7,-0.6,17.0,0.243,0.485,14,0.519,63.0,28,10.0,8.0,16.0,48,163,710481.0,0.4268292682926829,739389.365131579,0,0,0,0,0,1,0
312,30770,1,18,0.411,0.606,0.038,3.8,9.1,4.7,0.8,1.1,2.8,19.6,0.1,-0.032,-4.3,-2.2,-0.3,15.0,0.238,0.488,2,0.5,39.0,8,4.0,3.0,3.0,13,87,728240.0,0.45121951219512196,739389.365131579,0,0,0,1,0,0,0
313,30771,11,79,0.61,0.134,0.275,13.0,23.1,11.1,0.5,2.5,14.8,23.4,3.0,0.142,0.0,-0.4,0.8,38.0,0.349,0.577,185,0.826,804.0,140,20.0,52.0,159.0,245,1115,687691.0,0.5121951219512195,739389.365131579,0,0,0,0,0,0,0
314,30772,4,11,0.483,0.283,0.17,13.7,20.1,7.3,5.5,3.1,6.6,21.1,0.3,0.13,1.0,3.0,0.2,6.0,0.4,0.421,5,0.556,44.0,6,14.0,4.0,4.0,5,55,728405.0,0.4146341463414634,739389.365131579,1,0,0,0,0,0,0
315,30773,2,67,0.597,0.294,0.278,5.6,9.1,12.7,1.4,2.0,14.6,19.6,1.4,0.084,-1.7,-0.1,0.1,54.0,0.37,0.59,90,0.652,231.0,125,41.0,31.0,95.0,157,666,740624.0,0.5365853658536586,739389.365131579,1,0,0,0,0,0,0
316,30774,9,61,0.558,0.445,0.238,4.0,6.7,20.9,0.8,0.6,14.0,27.8,0.8,0.042,1.0,-2.4,0.3,155.0,0.338,0.53,200,0.816,246.0,270,33.0,13.0,186.0,120,1271,728240.0,0.45121951219512196,739389.365131579,0,0,0,0,0,1,0
317,30775,2,62,0.531,0.334,0.195,6.0,10.3,20.8,2.6,2.0,12.9,17.3,1.3,0.097,-0.7,1.4,0.8,38.0,0.322,0.511,53,0.768,205.0,168,58.0,26.0,57.0,95,407,710481.0,0.4268292682926829,739389.365131579,0,0,1,0,0,0,0
318,30776,1,9,0.438,0.536,0.321,3.8,7.9,17.0,0.6,0.0,18.0,19.4,0.0,-0.077,-4.7,-2.9,-0.1,3.0,0.2,0.462,7,0.778,12.0,11,1.0,0.0,7.0,6,28,694434.0,0.2682926829268293,739389.365131579,0,0,0,1,0,0,0
319,30777,4,43,0.526,0.538,0.124,2.5,5.1,27.4,2.2,0.5,17.7,11.7,0.6,0.094,-1.3,0.6,0.2,24.0,0.308,0.552,15,0.833,62.0,148,32.0,4.0,33.0,28,161,687510.0,0.5121951219512195,739389.365131579,0,0,1,0,0,0,0
320,30778,3,62,0.561,0.474,0.193,4.7,10.4,10.5,1.0,1.0,12.0,19.4,1.0,0.06,-0.8,-1.3,0.0,86.0,0.408,0.462,68,0.791,229.0,88,24.0,14.0,66.0,74,542,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
321,30779,3,38,0.53,0.518,0.218,5.3,10.2,8.4,1.0,1.0,13.6,17.6,0.7,0.057,-2.0,-0.4,0.0,40.0,0.392,0.379,37,0.86,117.0,38,12.0,7.0,34.0,34,229,718786.0,0.7073170731707317,739389.365131579,0,0,0,1,0,0,0
322,30780,3,24,0.586,0.44,0.173,4.1,10.5,12.6,1.0,1.0,10.7,21.2,0.3,0.064,0.4,-2.2,0.0,46.0,0.422,0.518,31,0.721,112.0,50,12.0,7.0,32.0,40,313,641562.0,0.4268292682926829,739389.365131579,0,0,0,1,0,0,0
323,30781,4,82,0.573,0.498,0.325,1.5,5.0,22.5,1.2,0.8,14.7,29.2,1.9,0.063,0.0,-1.8,0.1,214.0,0.336,0.524,361,0.87,225.0,369,63.0,21.0,252.0,214,1675,740624.0,0.5365853658536586,739389.365131579,0,0,1,0,0,0,0
324,30782,2,2,0.75,0.5,0.0,0.0,0.0,23.5,8.1,0.0,0.0,14.5,0.0,0.314,7.7,9.3,0.0,1.0,1.0,0.0,0,0.0,0.0,1,1.0,0.0,0.0,1,3,710481.0,0.4268292682926829,739389.365131579,0,0,0,1,0,0,0
325,30783,2,61,0.525,0.505,0.164,2.4,6.1,19.9,2.5,0.7,13.4,19.8,1.7,0.066,-2.0,0.7,0.3,83.0,0.336,0.488,65,0.813,141.0,186,67.0,10.0,81.0,125,550,687691.0,0.5121951219512195,739389.365131579,0,0,1,0,0,0,0
326,30784,2,64,0.523,0.271,0.182,2.8,5.0,14.3,2.0,1.9,14.4,21.9,0.3,-0.001,-3.0,-1.4,-0.5,21.0,0.236,0.55,45,0.75,71.0,73,33.0,15.0,60.0,59,372,668865.0,0.2682926829268293,739389.365131579,0,0,0,0,0,1,0
327,30785,2,76,0.533,0.209,0.13,6.6,13.6,29.9,1.1,1.2,15.1,24.6,2.7,0.081,1.5,-0.3,1.9,76.0,0.325,0.524,106,0.731,599.0,469,57.0,31.0,211.0,143,1260,636903.0,0.4878048780487805,739389.365131579,0,0,0,0,0,1,0
328,30786,3,60,0.645,0.442,0.246,4.1,6.9,9.7,1.4,0.3,14.5,14.6,0.9,0.082,-1.9,-0.6,-0.2,68.0,0.402,0.643,68,0.723,182.0,103,42.0,5.0,72.0,156,546,827282.0,0.4634146341463415,739389.365131579,0,0,0,0,0,1,0
329,30787,6,76,0.622,0.315,0.338,6.5,13.7,16.1,1.8,0.8,16.4,12.6,2.2,0.118,-0.2,1.1,1.8,61.0,0.372,0.601,132,0.75,593.0,290,88.0,21.0,117.0,195,743,739389.365132,0.5,739389.365131579,0,0,0,0,1,0,0
330,30788,6,51,0.586,0.309,0.328,6.4,14.1,16.0,1.5,0.5,16.0,12.6,1.2,0.091,-0.9,0.7,0.8,34.0,0.304,0.594,87,0.731,417.0,200,54.0,9.0,79.0,133,487,767374.0,0.4024390243902439,739389.365131579,0,0,0,1,0,0,0
331,30789,6,25,0.703,0.331,0.363,6.9,12.9,16.2,2.2,1.5,17.3,12.6,1.0,0.179,1.4,2.0,1.0,27.0,0.519,0.619,45,0.789,176.0,90,34.0,12.0,38.0,62,256,795110.0,0.573170731707317,739389.365131579,0,0,0,0,0,1,0
332,30790,1,15,0.582,0.167,0.222,5.9,14.6,7.5,2.0,5.4,7.1,18.9,0.2,0.146,-1.9,0.4,0.0,2.0,0.333,0.533,8,1.0,25.0,5,4.0,6.0,3.0,10,46,687510.0,0.5121951219512195,739389.365131579,0,0,0,1,0,0,0
333,30791,5,72,0.531,0.476,0.464,8.8,10.3,10.3,2.0,2.3,11.2,17.7,1.7,0.101,-0.8,0.5,0.6,66.0,0.335,0.442,139,0.724,251.0,105,56.0,34.0,63.0,114,529,699911.0,0.5487804878048781,739389.365131579,0,0,0,0,0,1,0
334,30792,8,65,0.555,0.529,0.146,2.9,6.3,15.8,2.2,1.2,12.7,18.4,1.1,0.055,-1.0,-0.1,0.3,107.0,0.365,0.506,69,0.852,175.0,174,69.0,20.0,86.0,117,654,739389.365132,0.5,739389.365131579,0,0,0,0,0,1,0
335,30793,8,42,0.556,0.51,0.148,3.2,6.5,19.3,1.9,0.9,12.7,20.5,0.4,0.047,-0.1,-1.0,0.2,74.0,0.357,0.518,53,0.883,119.0,137,40.0,11.0,63.0,70,481,694434.0,0.2682926829268293,739389.365131579,0,0,0,0,0,1,0
336,30794,8,23,0.55,0.581,0.142,2.3,6.0,9.2,2.6,1.6,12.8,14.5,0.7,0.071,-2.9,1.5,0.1,33.0,0.384,0.468,16,0.762,56.0,37,29.0,9.0,23.0,47,173,687691.0,0.5121951219512195,739389.365131579,0,0,0,0,0,1,0
337,30795,2,4,0.467,0.462,0.346,2.3,7.6,24.4,0.5,1.8,26.9,18.2,0.0,-0.073,-4.7,-1.6,-0.1,3.0,0.25,0.429,7,0.778,13.0,18,1.0,2.0,11.0,8,28,694434.0,0.2682926829268293,739389.365131579,0,0,0,0,0,1,0
338,30796,14,67,0.586,0.402,0.173,3.9,8.1,34.4,1.7,0.9,15.2,25.0,2.8,0.148,3.0,0.1,2.8,158.0,0.384,0.542,152,0.859,341.0,495,79.0,25.0,197.0,116,1290,718786.0,0.7073170731707317,739389.365131579,0,0,1,0,0,0,0
339,30797,2,69,0.506,0.517,0.197,3.9,8.4,4.9,1.1,2.1,14.5,13.1,0.8,0.009,-4.3,-0.4,-0.7,39.0,0.317,0.487,33,0.702,152.0,36,22.0,23.0,44.0,66,262,702052.0,0.32926829268292684,739389.365131579,1,0,0,0,0,0,0
340,30798,4,52,0.505,0.301,0.168,4.4,9.5,11.8,1.1,1.2,18.1,11.3,0.6,0.038,-4.6,0.8,-0.3,8.0,0.186,0.56,19,0.792,124.0,65,16.0,10.0,34.0,80,155,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
341,30799,4,30,0.558,0.303,0.227,4.3,8.9,8.6,1.3,1.6,19.0,10.4,0.4,0.055,-4.6,1.2,-0.1,4.0,0.2,0.63,11,0.733,61.0,25,10.0,7.0,17.0,46,81,763168.0,0.524390243902439,739389.365131579,0,0,0,1,0,0,0
342,30800,4,22,0.457,0.299,0.117,4.6,10.2,15.2,0.9,0.8,17.4,12.2,0.2,0.019,-4.7,0.4,-0.2,4.0,0.174,0.5,8,0.889,63.0,40,6.0,3.0,17.0,34,74,728240.0,0.45121951219512196,739389.365131579,0,0,0,1,0,0,0
343,30801,7,42,0.504,0.588,0.14,4.6,11.3,5.2,1.3,0.9,11.0,9.4,0.6,0.053,-3.5,0.2,-0.2,17.0,0.254,0.66,9,0.563,123.0,25,16.0,6.0,15.0,43,122,811261.0,0.5,739389.365131579,1,0,0,0,0,0,0
344,30802,1,17,0.6,0.631,0.131,3.3,10.2,4.5,0.9,1.3,7.4,19.2,0.1,0.061,-0.6,-2.7,-0.1,33.0,0.402,0.542,14,0.824,60.0,10,6.0,5.0,11.0,26,165,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
345,30803,1,2,0.0,0.5,0.0,0.0,0.0,0.0,7.1,0.0,0.0,12.8,0.0,-0.214,-12.0,-1.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0,0,839261.0,0.6585365853658537,739389.365131579,0,0,0,1,0,0,0
346,30804,1,15,0.609,0.633,0.133,3.4,10.5,4.6,0.8,1.3,7.5,19.3,0.1,0.067,-0.3,-2.7,-0.1,33.0,0.407,0.553,14,0.824,60.0,10,5.0,5.0,11.0,26,165,694434.0,0.2682926829268293,739389.365131579,0,0,0,1,0,0,0
347,30805,9,77,0.581,0.444,0.371,5.6,15.4,18.5,0.9,0.7,11.5,29.5,3.1,0.142,3.9,-0.2,3.9,218.0,0.343,0.553,402,0.757,767.0,316,49.0,21.0,216.0,233,1936,795110.0,0.573170731707317,739389.365131579,1,0,0,0,0,0,0
348,30806,2,5,0.367,0.333,0.0,9.6,13.1,16.3,1.4,0.0,0.0,19.2,0.0,0.009,-5.1,-2.8,-0.1,1.0,0.2,0.4,0,0.0,8.0,4,1.0,0.0,0.0,2,11,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
349,30807,2,3,1.0,0.0,0.0,9.6,20.6,15.3,0.0,0.0,0.0,11.6,0.0,0.332,6.1,1.9,0.0,0.0,0.0,1.0,0,0.0,4.0,1,0.0,0.0,0.0,1,6,811261.0,0.5,739389.365131579,0,0,0,1,0,0,0
350,30808,2,2,0.208,0.417,0.0,9.6,9.5,16.7,2.1,0.0,0.0,22.8,0.0,-0.145,-10.5,-5.1,-0.1,1.0,0.2,0.143,0,0.0,4.0,3,1.0,0.0,0.0,1,5,766240.0,0.6951219512195121,739389.365131579,0,0,0,1,0,0,0
351,30809,10,46,0.494,0.701,0.039,0.8,4.4,7.5,1.3,2.3,9.6,14.1,0.5,0.008,-3.8,-0.1,-0.3,46.0,0.322,0.508,5,0.625,55.0,41,19.0,19.0,22.0,68,205,739389.365132,0.5,739389.365131579,0,0,0,0,0,1,0
352,30810,10,28,0.504,0.696,0.0,0.5,3.1,7.6,0.6,2.1,8.8,14.0,0.2,0.007,-3.2,-0.5,-0.2,30.0,0.345,0.474,0,0.0,23.0,25,5.0,10.0,12.0,37,126,719787.0,0.5,739389.365131579,0,0,0,0,0,1,0
353,30811,10,18,0.479,0.709,0.101,1.2,6.3,7.5,2.4,2.7,10.8,14.2,0.3,0.009,-4.7,0.6,-0.2,16.0,0.286,0.565,5,0.625,32.0,16,14.0,9.0,10.0,31,79,827282.0,0.4634146341463415,739389.365131579,0,0,0,0,0,1,0
354,30812,6,23,0.359,0.741,0.074,2.1,8.7,10.5,1.8,3.2,6.7,12.2,0.2,0.025,-4.2,1.6,0.0,5.0,0.25,0.286,1,0.5,17.0,9,4.0,4.0,2.0,7,20,766240.0,0.6951219512195121,739389.365131579,0,0,0,1,0,0,0
355,30813,1,4,0.363,0.522,0.043,3.8,9.7,5.9,1.1,5.0,14.6,13.4,0.1,-0.067,-7.1,-1.9,-0.2,3.0,0.25,0.364,0,0.0,15.0,4,2.0,5.0,4.0,9,17,767374.0,0.4024390243902439,739389.365131579,0,0,0,1,0,0,0
356,30814,8,29,0.466,0.227,0.141,7.2,10.7,17.2,1.9,1.3,17.0,14.2,0.5,0.022,-3.5,0.7,-0.2,14.0,0.311,0.438,20,0.714,145.0,98,30.0,11.0,43.0,89,196,767374.0,0.4024390243902439,739389.365131579,0,0,0,1,0,0,0
357,30815,9,52,0.589,0.236,0.38,9.3,19.5,16.4,1.5,2.8,16.8,22.1,1.5,0.092,-0.6,0.7,0.7,43.0,0.361,0.567,127,0.661,471.0,149,43.0,44.0,119.0,185,694,767374.0,0.4024390243902439,739389.365131579,0,0,0,0,0,0,0
358,30816,2,46,0.597,0.158,0.217,7.0,11.9,3.7,1.5,4.7,19.1,12.4,0.7,0.062,-4.8,0.8,-0.3,4.0,0.211,0.624,19,0.731,123.0,15,17.0,30.0,31.0,65,157,702052.0,0.32926829268292684,739389.365131579,0,0,0,0,0,0,0
359,30817,8,29,0.618,0.383,0.315,5.7,13.8,22.0,1.0,1.5,15.0,25.6,1.1,0.133,2.1,0.9,1.2,60.0,0.366,0.576,118,0.874,236.0,140,20.0,17.0,86.0,111,602,687510.0,0.5121951219512195,739389.365131579,1,0,0,0,0,0,0
360,30818,11,52,0.623,0.287,0.32,3.7,10.8,19.6,2.0,1.4,8.1,27.0,2.2,0.194,5.1,0.9,3.5,104.0,0.416,0.551,243,0.871,338.0,204,72.0,28.0,88.0,84,1239,720543.0,0.5365853658536586,739389.365131579,0,0,0,1,0,0,0
361,30819,1,80,0.597,0.641,0.104,4.3,8.9,5.5,1.2,1.5,6.8,15.8,1.7,0.087,0.4,-1.0,0.8,206.0,0.411,0.527,62,0.765,371.0,98,61.0,42.0,60.0,162,976,715491.0,0.5853658536585366,739389.365131579,0,0,0,1,0,0,0
362,30820,5,67,0.609,0.305,0.323,4.7,9.3,9.8,1.5,1.1,9.5,16.7,0.6,0.089,0.3,-0.9,0.5,56.0,0.394,0.557,119,0.793,248.0,103,46.0,20.0,56.0,63,647,694434.0,0.2682926829268293,739389.365131579,0,0,0,1,0,0,0
363,30821,4,63,0.551,0.366,0.294,2.9,8.4,13.7,1.1,0.4,9.6,27.9,0.5,0.03,0.7,-2.5,0.1,134.0,0.329,0.523,245,0.749,318.0,183,46.0,11.0,134.0,125,1385,694434.0,0.2682926829268293,739389.365131579,0,0,0,1,0,0,0
364,30822,10,68,0.643,0.424,0.417,4.6,11.7,17.6,1.5,1.6,20.3,17.8,1.9,0.106,-0.4,0.9,1.2,93.0,0.394,0.576,198,0.853,420.0,252,60.0,37.0,168.0,232,847,728240.0,0.45121951219512196,739389.365131579,0,0,0,0,0,0,0
365,30823,8,48,0.534,0.414,0.254,4.4,8.6,5.6,2.1,1.0,6.6,26.5,1.5,0.051,-0.4,-0.7,0.3,108.0,0.319,0.51,158,0.76,249.0,54,68.0,18.0,64.0,141,972,702052.0,0.32926829268292684,739389.365131579,0,0,0,1,0,0,0
366,30824,12,9,0.543,0.491,0.368,2.4,6.5,20.1,0.7,1.2,5.7,22.1,0.1,0.098,0.3,-0.6,0.1,7.0,0.25,0.586,17,0.81,16.0,19,2.0,2.0,4.0,11,72,827282.0,0.4634146341463415,739389.365131579,0,0,1,0,0,0,0
367,30825,1,6,0.571,0.143,0.286,5.6,8.3,9.7,4.7,0.0,20.2,10.4,0.1,0.071,-7.0,4.0,0.0,0.0,0.0,0.667,1,0.5,6.0,3,4.0,0.0,2.0,9,9,641562.0,0.4268292682926829,739389.365131579,0,0,0,0,0,1,0
368,30826,3,70,0.53,0.496,0.091,1.8,6.2,13.8,1.4,0.6,12.4,23.7,0.8,0.008,-2.1,-1.5,-0.4,79.0,0.354,0.493,35,0.854,109.0,90,28.0,7.0,66.0,66,496,739389.365132,0.5,739389.365131579,0,0,0,0,0,0,1
369,30827,3,39,0.503,0.502,0.084,1.0,5.6,9.3,1.0,0.5,10.6,23.3,0.4,-0.021,-3.4,-1.6,-0.4,41.0,0.325,0.488,17,0.81,55.0,34,11.0,3.0,31.0,35,262,763168.0,0.524390243902439,739389.365131579,0,0,0,0,0,1,0
370,30828,3,31,0.563,0.487,0.101,2.7,6.9,19.2,1.9,0.8,14.4,24.2,0.4,0.043,-0.5,-1.3,0.0,38.0,0.392,0.5,18,0.9,54.0,56,17.0,4.0,35.0,31,234,710481.0,0.4268292682926829,739389.365131579,0,0,1,0,0,0,0
371,30829,1,36,0.44,0.181,0.157,3.4,7.2,26.4,2.0,1.6,16.9,15.8,0.4,0.044,-3.3,0.6,0.0,2.0,0.133,0.485,6,0.462,38.0,58,12.0,5.0,18.0,15,78,707836.0,0.6219512195121951,739389.365131579,0,0,1,0,0,0,0
372,30830,1,24,0.572,0.183,0.29,11.5,15.4,18.1,1.3,1.0,10.3,27.6,0.2,0.145,0.7,-1.1,0.1,6.0,0.353,0.566,16,0.593,51.0,20,5.0,2.0,12.0,28,120,707836.0,0.6219512195121951,739389.365131579,1,0,0,0,0,0,0
373,30831,5,53,0.585,0.387,0.113,8.5,11.6,11.7,1.8,1.1,8.1,13.7,1.3,0.133,0.1,0.4,0.8,50.0,0.373,0.608,17,0.436,261.0,105,45.0,14.0,32.0,112,425,636903.0,0.4878048780487805,739389.365131579,1,0,0,0,0,0,0
374,30832,10,76,0.598,0.505,0.198,1.7,5.0,9.8,2.3,1.3,11.1,14.1,2.5,0.091,-1.6,0.6,0.6,135.0,0.423,0.502,103,0.824,208.0,183,112.0,35.0,86.0,145,822,788635.0,0.6463414634146342,739389.365131579,0,0,0,0,0,1,0
375,30833,3,82,0.635,0.3,0.308,6.0,10.8,8.1,0.9,1.3,10.0,16.4,0.7,0.103,0.6,-1.3,0.7,68.0,0.315,0.679,151,0.68,452.0,123,41.0,30.0,91.0,147,1039,668865.0,0.2682926829268293,739389.365131579,0,0,0,1,0,0,0
376,30834,1,16,0.629,0.75,0.438,6.5,6.4,10.5,3.4,1.2,5.0,12.1,0.1,0.162,-0.1,1.4,0.1,6.0,0.5,0.25,4,0.571,8.0,6,5.0,1.0,1.0,10,24,715491.0,0.5853658536585366,739389.365131579,0,0,0,0,0,1,0
377,30835,2,40,0.482,0.455,0.23,3.0,6.1,20.9,2.2,1.3,18.0,25.0,0.2,-0.057,-3.8,-1.6,-0.4,28.0,0.346,0.402,27,0.659,44.0,59,19.0,6.0,43.0,43,189,767374.0,0.4024390243902439,739389.365131579,0,0,0,0,0,1,0
378,30836,2,36,0.502,0.591,0.161,6.9,9.0,7.5,1.7,1.4,11.5,12.7,0.3,0.048,-3.2,-0.7,-0.2,17.0,0.309,0.5,11,0.733,61.0,23,14.0,6.0,13.0,40,100,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
379,30837,2,14,0.301,0.5,0.083,8.7,10.0,3.2,1.9,1.1,13.9,16.2,0.1,-0.108,-6.7,-3.0,-0.2,2.0,0.167,0.333,1,0.5,14.0,2,3.0,1.0,4.0,3,15,724439.0,0.5487804878048781,739389.365131579,0,0,0,1,0,0,0
380,30838,2,22,0.569,0.623,0.188,6.4,8.8,8.5,1.7,1.4,10.8,11.7,0.2,0.088,-2.3,-0.1,0.0,15.0,0.349,0.577,10,0.769,47.0,21,11.0,5.0,9.0,37,85,715491.0,0.5853658536585366,739389.365131579,0,0,0,1,0,0,0
381,30839,15,47,0.677,0.267,0.387,1.2,10.5,24.5,1.0,3.4,13.4,30.7,2.1,0.194,6.0,1.2,3.9,93.0,0.404,0.617,307,0.919,313.0,235,34.0,67.0,156.0,99,1366,739389.365132,0.5,739389.365131579,0,1,0,0,0,0,0
382,30840,15,39,0.673,0.257,0.39,1.1,10.5,25.9,1.1,3.5,13.7,31.5,1.7,0.194,5.8,1.2,3.2,71.0,0.376,0.622,267,0.934,262.0,207,32.0,57.0,136.0,92,1158,724439.0,0.5487804878048781,739389.365131579,1,0,0,0,0,0,0
383,30841,15,8,0.697,0.32,0.375,1.2,10.5,17.3,0.4,3.3,11.8,26.8,0.3,0.196,7.1,0.8,0.7,22.0,0.537,0.586,40,0.833,51.0,28,2.0,10.0,20.0,7,208,699911.0,0.5487804878048781,739389.365131579,0,0,0,1,0,0,0
384,30842,5,75,0.617,0.589,0.151,2.2,6.5,14.1,1.7,1.0,9.5,19.9,1.7,0.107,1.4,-0.3,1.7,205.0,0.402,0.604,95,0.725,251.0,221,80.0,24.0,97.0,181,1140,715491.0,0.5853658536585366,739389.365131579,0,0,0,0,0,1,0
385,30843,5,63,0.579,0.56,0.181,3.9,10.5,5.2,1.2,1.1,12.2,18.4,0.5,0.034,-2.1,-1.4,-0.4,65.0,0.349,0.596,46,0.767,177.0,33,24.0,12.0,50.0,95,415,739389.365132,0.5,739389.365131579,0,1,0,0,0,0,0
386,30844,5,42,0.612,0.648,0.184,3.6,10.1,3.7,1.1,1.8,14.2,16.2,0.3,0.043,-2.2,-0.7,-0.1,43.0,0.371,0.651,26,0.788,108.0,15,14.0,12.0,32.0,74,237,759715.0,0.2073170731707317,739389.365131579,1,0,0,0,0,0,0
387,30845,5,21,0.54,0.458,0.176,4.4,11.0,7.7,1.4,0.0,9.8,22.1,0.2,0.019,-2.0,-2.7,-0.2,22.0,0.314,0.554,20,0.741,69.0,18,10.0,0.0,18.0,21,178,767374.0,0.4024390243902439,739389.365131579,0,0,0,1,0,0,0
388,30846,15,62,0.548,0.698,0.215,5.5,18.9,13.2,0.6,0.9,13.1,19.2,2.0,0.099,0.2,0.4,0.8,99.0,0.334,0.516,80,0.879,399.0,116,16.0,12.0,70.0,97,509,739389.365132,0.5,739389.365131579,1,0,0,0,0,0,0
389,30847,15,41,0.555,0.684,0.221,6.0,20.1,12.8,0.4,0.8,13.1,19.6,1.4,0.112,0.8,0.6,0.7,69.0,0.354,0.467,56,0.889,280.0,76,7.0,7.0,47.0,65,347,777280.0,0.6219512195121951,739389.365131579,1,0,0,0,0,0,0
390,30848,15,21,0.535,0.727,0.201,4.6,16.6,14.0,1.1,1.2,13.2,18.5,0.6,0.075,-1.0,-0.1,0.1,30.0,0.297,0.632,24,0.857,119.0,40,9.0,5.0,23.0,32,162,807190.0,0.5365853658536586,739389.365131579,1,0,0,0,0,0,0
391,30849,4,59,0.565,0.436,0.299,4.1,8.5,25.7,2.0,0.8,15.8,24.3,1.0,0.068,1.4,-0.8,1.3,141.0,0.366,0.501,207,0.784,314.0,338,82.0,17.0,188.0,156,1130,668865.0,0.2682926829268293,739389.365131579,0,0,1,0,0,0,0
392,30850,1,34,0.564,0.402,0.383,6.9,8.7,4.7,1.8,1.1,14.4,13.7,0.4,0.065,-3.5,-0.1,-0.2,16.0,0.372,0.484,31,0.756,70.0,16,17.0,5.0,21.0,53,141,728405.0,0.4146341463414634,739389.365131579,0,0,0,0,0,1,0
393,30851,8,82,0.639,0.003,0.404,15.7,21.4,13.8,1.3,2.2,9.1,10.6,2.8,0.212,0.9,1.3,2.0,0.0,0.0,0.632,94,0.606,760.0,207,52.0,50.0,45.0,225,578,740624.0,0.5365853658536586,739389.365131579,0,0,0,0,0,0,0
394,30852,6,20,0.629,0.063,0.156,5.2,8.7,5.8,1.5,3.0,19.0,11.1,0.2,0.072,-4.6,1.1,-0.1,1.0,0.5,0.6,4,0.8,25.0,7,5.0,5.0,8.0,24,43,811261.0,0.5,739389.365131579,0,0,0,0,0,0,0
395,30853,11,33,0.551,0.399,0.251,3.8,9.1,30.7,1.4,0.5,13.6,27.4,1.0,0.117,1.0,-0.3,0.6,51.0,0.315,0.516,92,0.902,140.0,163,23.0,5.0,71.0,68,497,718786.0,0.7073170731707317,739389.365131579,0,0,0,1,0,0,0
396,30854,3,76,0.455,0.351,0.137,1.4,5.7,32.3,2.3,1.1,16.7,20.5,1.4,-0.012,-3.3,-0.5,-1.0,80.0,0.28,0.429,92,0.821,221.0,470,104.0,28.0,173.0,219,786,759715.0,0.2073170731707317,739389.365131579,0,0,1,0,0,0,0
397,30855,3,25,0.584,0.386,0.25,2.4,8.0,14.0,2.1,0.8,9.3,19.7,0.3,0.122,-0.8,0.5,0.1,15.0,0.441,0.463,19,0.864,33.0,23,10.0,2.0,10.0,24,114,687691.0,0.5121951219512195,739389.365131579,0,0,1,0,0,0,0
398,30856,10,69,0.576,0.584,0.105,1.9,6.9,11.0,1.0,1.1,8.6,26.4,1.9,0.066,1.4,-1.7,1.0,301.0,0.412,0.47,116,0.879,286.0,163,49.0,29.0,123.0,130,1509,740624.0,0.5365853658536586,739389.365131579,0,0,0,0,0,1,0
399,30857,3,5,0.363,0.833,0.333,3.7,7.6,21.8,0.0,6.2,12.7,11.8,0.0,0.019,-1.3,-0.1,0.0,1.0,0.2,0.0,2,1.0,4.0,5,0.0,2.0,1.0,0,5,702052.0,0.32926829268292684,739389.365131579,0,0,1,0,0,0,0
400,30858,7,22,0.606,0.167,0.245,1.7,9.5,32.3,2.1,1.5,12.8,20.2,0.6,0.162,0.7,1.7,0.6,17.0,0.472,0.55,41,0.774,100.0,124,25.0,10.0,35.0,58,290,728240.0,0.45121951219512196,739389.365131579,0,0,1,0,0,0,0
401,30859,7,65,0.627,0.35,0.409,6.2,14.3,12.9,1.3,4.0,10.2,27.4,2.7,0.174,3.8,0.5,3.4,137.0,0.385,0.559,354,0.851,546.0,174,58.0,100.0,137.0,196,1505,710481.0,0.4268292682926829,739389.365131579,0,0,0,0,0,0,0
402,30860,9,69,0.583,0.212,0.275,3.8,10.5,22.6,1.9,2.8,15.7,14.4,2.6,0.125,0.2,2.3,2.2,43.0,0.41,0.536,100,0.735,368.0,335,78.0,63.0,103.0,146,647,687510.0,0.5121951219512195,739389.365131579,1,0,0,0,0,0,0
403,30861,6,64,0.544,0.421,0.208,2.8,11.5,16.5,0.8,1.1,13.2,27.9,1.9,0.019,-0.2,-1.5,0.2,160.0,0.333,0.533,173,0.73,463.0,239,36.0,29.0,190.0,145,1357,710481.0,0.4268292682926829,739389.365131579,1,0,0,0,0,0,0
