,seas_id,experience,g,ts_percent,x3p_ar,f_tr,orb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,dws,ws_48,obpm,dbpm,vorp,x3p,x3p_percent,x2p_percent,ft,ft_percent,trb,ast,stl,blk,tov,pf,pts,attend,tm_win_percent,seas_avg_attend,Pos_PF,Pos_PF-SF,Pos_PG,Pos_SF,Pos_SF-SG,Pos_SG,Pos_SG-PG
404,30862,17,55,0.565,0.639,0.278,2.8,7.7,23.4,1.7,1.2,15.9,16.7,1.9,0.096,-0.7,0.8,0.9,107.0,0.345,0.509,116,0.859,225.0,281,57.0,21.0,103.0,143,615,807190.0,0.5365853658536586,739389.365131579,0,0,1,0,0,0,0
405,30863,12,60,0.613,0.412,0.227,3.0,7.7,25.4,1.4,1.7,8.8,28.9,2.0,0.159,4.8,-0.7,3.4,188.0,0.379,0.574,247,0.905,304.0,331,66.0,45.0,128.0,165,1623,739389.365132,0.5,739389.365131579,0,0,1,0,0,0,0
406,30864,12,40,0.604,0.425,0.219,3.0,7.8,24.1,1.4,1.9,9.2,29.7,1.4,0.14,4.6,-0.8,2.2,130.0,0.374,0.569,158,0.883,204.0,211,41.0,33.0,91.0,109,1084,724439.0,0.5487804878048781,739389.365131579,0,0,1,0,0,0,0
407,30865,12,20,0.634,0.385,0.245,3.2,7.6,27.8,1.6,1.4,8.0,27.4,0.6,0.198,5.2,-0.4,1.3,58.0,0.392,0.585,89,0.947,100.0,120,25.0,12.0,37.0,56,539,827282.0,0.4634146341463415,739389.365131579,0,0,1,0,0,0,0
408,30866,4,35,0.554,0.553,0.211,3.2,7.8,6.3,1.4,2.5,14.4,8.4,0.2,0.057,-4.3,1.1,-0.1,7.0,0.333,0.529,7,0.875,34.0,13,7.0,7.0,7.0,39,46,715491.0,0.5853658536585366,739389.365131579,1,0,0,0,0,0,0
409,30867,3,62,0.524,0.33,0.198,5.0,10.9,4.0,1.2,1.6,7.9,13.6,1.6,0.08,-3.0,0.2,-0.2,30.0,0.316,0.513,40,0.702,207.0,33,27.0,19.0,27.0,79,328,777280.0,0.6219512195121951,739389.365131579,1,0,0,0,0,0,0
410,30868,3,36,0.541,0.531,0.169,3.5,9.7,38.7,1.7,0.8,14.3,30.0,1.2,0.068,3.2,-0.8,1.4,144.0,0.376,0.45,102,0.836,231.0,304,46.0,11.0,129.0,118,838,702052.0,0.32926829268292684,739389.365131579,0,0,1,0,0,0,0
411,30869,5,40,0.537,0.663,0.17,1.5,4.6,15.7,1.6,0.6,10.0,18.9,0.7,0.071,-1.1,-0.3,0.1,75.0,0.377,0.376,45,0.882,67.0,93,26.0,5.0,36.0,61,346,699911.0,0.5487804878048781,739389.365131579,0,0,0,0,0,1,0
412,30870,8,65,0.649,0.138,0.259,8.7,14.5,11.7,2.0,2.6,11.0,11.9,2.1,0.171,0.0,2.0,1.4,14.0,0.333,0.654,55,0.696,354.0,119,56.0,37.0,42.0,133,441,687691.0,0.5121951219512195,739389.365131579,1,0,0,0,0,0,0
413,30871,6,66,0.64,0.446,0.348,6.3,13.6,8.6,0.9,1.4,8.8,26.6,1.9,0.173,4.9,-1.0,3.3,200.0,0.391,0.585,349,0.875,570.0,123,42.0,38.0,127.0,137,1691,728240.0,0.45121951219512196,739389.365131579,0,0,0,1,0,0,0
414,30872,2,14,0.15,0.2,0.0,6.5,5.6,12.3,2.1,1.2,25.9,16.6,0.0,-0.231,-12.6,-2.3,-0.2,0.0,0.0,0.188,0,0.0,7.0,7,3.0,1.0,7.0,10,6,728240.0,0.45121951219512196,739389.365131579,0,0,0,0,0,1,0
415,30873,20,55,0.583,0.309,0.268,3.7,12.5,33.5,1.2,1.4,11.6,33.3,2.4,0.138,5.5,0.6,4.0,121.0,0.321,0.58,251,0.768,457.0,375,50.0,32.0,178.0,88,1590,763168.0,0.524390243902439,739389.365131579,1,0,0,0,0,0,0
416,30874,1,4,0.654,0.8,1.2,6.2,9.2,14.2,2.6,0.0,39.6,29.4,0.0,-0.103,-6.4,-3.7,0.0,2.0,0.5,0.0,4,0.667,3.0,2,1.0,0.0,5.0,0,10,740624.0,0.5365853658536586,739389.365131579,0,0,0,0,0,1,0
417,30875,2,7,0.61,0.486,0.243,0.0,4.2,23.8,0.0,1.9,22.7,25.6,0.1,0.028,-3.1,-3.5,-0.1,6.0,0.333,0.632,8,0.889,7.0,14,0.0,2.0,12.0,7,50,718786.0,0.7073170731707317,739389.365131579,0,0,1,0,0,0,0
418,30876,2,41,0.573,0.91,0.112,3.2,7.6,7.0,1.3,1.9,5.1,15.5,0.5,0.101,0.5,-0.4,0.3,58.0,0.358,0.75,16,0.8,75.0,28,14.0,11.0,10.0,42,214,636903.0,0.4878048780487805,739389.365131579,0,0,0,0,0,1,0
419,30877,5,56,0.57,0.472,0.201,1.2,4.5,7.0,1.1,1.1,7.4,20.2,1.0,0.066,-0.9,-0.5,0.2,91.0,0.365,0.522,91,0.858,109.0,64,30.0,17.0,46.0,71,654,763168.0,0.524390243902439,739389.365131579,0,0,0,0,0,1,0
420,30878,4,1,0.744,0.615,0.077,8.3,8.1,12.2,1.7,0.0,13.0,23.8,0.0,0.157,3.3,-1.0,0.0,4.0,0.5,0.8,0,0.0,4.0,2,1.0,0.0,2.0,4,20,839261.0,0.6585365853658537,739389.365131579,0,0,0,1,0,0,0
421,30879,4,74,0.513,0.468,0.297,5.9,8.1,9.2,1.6,0.9,8.5,19.8,2.1,0.062,-2.0,-1.0,-0.6,135.0,0.33,0.44,200,0.772,344.0,154,75.0,23.0,92.0,243,1013,636903.0,0.4878048780487805,739389.365131579,0,0,0,0,0,1,0
422,30880,5,66,0.609,0.373,0.479,2.6,13.8,42.3,1.9,1.2,11.9,37.6,2.9,0.204,7.6,1.4,6.6,185.0,0.342,0.588,515,0.742,569.0,529,90.0,33.0,236.0,166,2138,827282.0,0.4634146341463415,739389.365131579,0,0,1,0,0,0,0
423,30881,2,28,0.652,0.336,0.448,15.5,14.5,11.8,0.6,0.7,9.2,26.9,0.2,0.211,2.2,-2.6,0.1,14.0,0.359,0.636,41,0.788,63.0,18,3.0,2.0,14.0,43,181,687510.0,0.5121951219512195,739389.365131579,0,0,0,0,0,0,0
424,30882,3,7,0.55,0.544,0.228,0.0,10.1,13.0,1.8,1.1,13.8,18.9,0.2,0.045,-3.2,1.1,0.0,8.0,0.258,0.692,9,0.692,30.0,15,6.0,2.0,10.0,17,69,728240.0,0.45121951219512196,739389.365131579,1,0,0,0,0,0,0
425,30883,6,59,0.684,0.704,0.102,1.2,6.6,9.4,1.2,0.3,10.3,14.5,1.2,0.124,0.6,-0.1,0.8,133.0,0.494,0.487,37,0.949,158.0,91,32.0,5.0,46.0,82,546,739389.365132,0.5,739389.365131579,0,0,0,0,0,1,0
426,30884,6,35,0.623,0.626,0.095,0.9,6.4,7.1,1.3,0.5,12.0,15.0,0.6,0.07,-1.4,0.0,0.1,59.0,0.447,0.494,19,0.95,83.0,37,19.0,4.0,30.0,47,274,720543.0,0.5365853658536586,739389.365131579,0,0,0,0,0,1,0
427,30885,6,24,0.758,0.801,0.111,1.6,6.7,12.1,1.0,0.2,8.2,13.7,0.6,0.189,3.0,-0.2,0.7,74.0,0.54,0.471,18,0.947,75.0,54,13.0,1.0,16.0,35,272,707836.0,0.6219512195121951,739389.365131579,0,0,0,0,0,1,0
428,30886,6,69,0.697,0.076,0.229,11.9,13.4,9.1,0.7,4.9,11.8,11.5,1.2,0.198,-0.4,1.3,0.6,3.0,0.231,0.701,32,0.821,197.0,53,11.0,46.0,25.0,81,261,766240.0,0.6951219512195121,739389.365131579,0,0,0,0,0,0,0
429,30887,2,2,0.563,0.55,0.25,8.8,14.4,35.3,0.0,0.0,11.9,27.5,0.0,0.14,2.2,-1.7,0.0,4.0,0.364,0.556,3,0.6,10.0,9,0.0,0.0,3.0,3,25,839261.0,0.6585365853658537,739389.365131579,0,0,0,0,0,1,0
430,30888,3,53,0.479,0.55,0.136,2.3,6.2,13.7,1.5,0.6,8.9,17.4,0.5,0.034,-3.3,-0.8,-0.4,47.0,0.353,0.367,25,0.758,76.0,70,21.0,4.0,25.0,65,246,811261.0,0.5,739389.365131579,0,0,1,0,0,0,0
431,30889,1,66,0.524,0.417,0.115,1.9,6.4,11.4,1.0,0.4,10.6,19.1,0.2,-0.004,-3.0,-2.1,-1.2,77.0,0.302,0.539,58,0.829,181.0,127,33.0,7.0,76.0,115,673,694434.0,0.2682926829268293,739389.365131579,0,0,0,1,0,0,0
432,30890,7,67,0.615,0.406,0.251,2.7,8.8,21.5,1.3,0.9,10.8,22.8,2.2,0.161,2.3,0.6,2.1,132.0,0.444,0.51,160,0.87,280.0,248,45.0,18.0,98.0,109,1000,766240.0,0.6951219512195121,739389.365131579,0,0,1,0,0,0,0
433,30891,2,5,0.625,0.75,0.0,0.0,18.9,0.0,0.0,0.0,0.0,19.7,0.0,0.125,1.6,0.8,0.0,1.0,0.333,1.0,0,0.0,3.0,0,0.0,0.0,0.0,1,5,841632.0,0.4878048780487805,739389.365131579,0,0,0,1,0,0,0
434,30892,7,81,0.531,0.702,0.069,1.8,7.3,8.4,1.5,0.4,8.5,21.1,1.6,0.032,-0.9,-1.0,0.0,235.0,0.357,0.484,50,0.769,283.0,124,65.0,9.0,90.0,107,1025,739389.365132,0.5,739389.365131579,0,0,0,0,0,1,0
435,30893,7,55,0.535,0.704,0.066,2.0,7.2,9.0,1.4,0.5,8.0,21.2,1.0,0.04,-0.4,-1.2,0.2,169.0,0.359,0.485,37,0.841,197.0,93,44.0,8.0,60.0,75,736,728240.0,0.45121951219512196,739389.365131579,0,0,0,0,0,1,0
436,30894,7,26,0.521,0.698,0.078,1.4,7.4,7.0,1.6,0.1,9.8,20.9,0.6,0.012,-2.3,-0.6,-0.1,66.0,0.353,0.481,13,0.619,86.0,31,21.0,1.0,30.0,32,289,763168.0,0.524390243902439,739389.365131579,0,0,0,0,0,1,0
437,30895,6,77,0.587,0.5,0.26,2.1,6.7,25.0,1.4,1.0,14.1,25.8,1.2,0.091,1.6,-1.4,1.0,143.0,0.359,0.538,184,0.889,203.0,298,49.0,20.0,146.0,125,1041,715491.0,0.5853658536585366,739389.365131579,0,0,0,0,0,1,0
438,30896,3,22,0.56,0.42,0.04,5.4,10.0,6.3,1.1,4.7,19.1,16.0,0.3,0.051,-4.8,1.6,-0.1,7.0,0.333,0.586,2,1.0,30.0,8,4.0,9.0,12.0,26,57,777280.0,0.6219512195121951,739389.365131579,1,0,0,0,0,0,0
439,30897,12,65,0.534,0.479,0.135,1.8,7.9,8.9,1.1,1.0,7.6,17.6,1.6,0.053,-1.8,-0.2,0.0,112.0,0.364,0.484,68,0.782,258.0,114,42.0,21.0,56.0,136,728,720543.0,0.5365853658536586,739389.365131579,1,0,0,0,0,0,0
440,30898,9,61,0.538,0.568,0.196,2.6,5.3,26.4,2.3,1.0,17.9,17.8,2.7,0.092,-1.8,0.8,0.5,115.0,0.336,0.519,88,0.746,191.0,382,93.0,23.0,143.0,172,703,766240.0,0.6951219512195121,739389.365131579,0,0,1,0,0,0,0
441,30899,1,52,0.513,0.584,0.152,5.9,8.5,6.7,1.4,0.8,14.8,18.3,0.8,0.027,-4.1,-0.6,-0.5,47.0,0.331,0.485,27,0.73,115.0,35,21.0,7.0,45.0,71,266,718786.0,0.7073170731707317,739389.365131579,0,0,0,1,0,0,0
442,30900,1,43,0.659,0.0,0.386,11.7,19.6,3.3,1.6,4.7,12.0,17.0,1.3,0.163,-0.5,0.6,0.4,0.0,0.0,0.637,67,0.691,304.0,18,28.0,45.0,40.0,94,387,702052.0,0.32926829268292684,739389.365131579,0,0,0,0,0,0,0
443,30901,6,60,0.564,0.128,0.211,4.4,7.4,29.8,2.4,1.4,15.8,21.3,2.0,0.1,-0.1,0.7,1.2,27.0,0.31,0.544,112,0.783,234.0,341,87.0,26.0,139.0,131,837,728405.0,0.4146341463414634,739389.365131579,0,0,1,0,0,0,0
444,30902,12,35,0.553,0.617,0.087,4.2,11.3,12.2,1.2,1.2,13.1,17.2,0.4,0.059,-2.3,-0.4,-0.1,28.0,0.394,0.432,10,1.0,71.0,31,9.0,5.0,18.0,48,132,739389.365132,0.5,739389.365131579,1,0,0,0,0,0,0
445,30903,12,27,0.556,0.598,0.122,5.2,11.6,11.8,1.4,1.5,13.9,15.6,0.3,0.074,-1.8,-0.1,0.0,20.0,0.408,0.394,10,1.0,59.0,25,8.0,5.0,14.0,33,96,724439.0,0.5487804878048781,739389.365131579,1,0,0,0,0,0,0
446,30904,12,8,0.545,0.667,0.0,0.0,10.0,13.7,0.7,0.0,10.8,23.9,0.1,0.002,-4.4,-1.4,-0.1,8.0,0.364,0.545,0,0.0,12.0,6,1.0,0.0,4.0,15,36,827282.0,0.4634146341463415,739389.365131579,1,0,0,0,0,0,0
447,30905,2,7,0.381,0.571,0.286,5.8,5.7,0.0,0.0,0.0,0.0,17.4,0.0,-0.052,-10.5,-3.8,-0.1,1.0,0.25,0.333,1,0.5,2.0,0,0.0,0.0,0.0,5,6,841632.0,0.4878048780487805,739389.365131579,0,0,0,0,0,0,0
448,30906,5,42,0.587,0.173,0.283,10.2,15.1,5.9,0.9,2.7,9.7,20.4,0.7,0.095,0.3,-1.2,0.3,19.0,0.288,0.579,81,0.75,269.0,36,19.0,30.0,46.0,81,504,759715.0,0.2073170731707317,739389.365131579,0,0,0,0,0,0,0
449,30907,10,79,0.689,0.0,0.647,11.8,18.4,17.3,1.1,2.0,15.8,15.2,2.4,0.185,1.2,1.0,2.2,0.0,0.0,0.68,199,0.636,700.0,245,46.0,47.0,117.0,217,857,739389.365132,0.5,739389.365131579,0,0,0,0,0,0,0
450,30908,10,56,0.673,0.0,0.646,12.2,18.1,18.7,1.0,1.9,14.6,15.7,1.8,0.183,1.5,0.9,1.8,0.0,0.0,0.669,155,0.605,541.0,205,35.0,35.0,87.0,161,685,702052.0,0.32926829268292684,739389.365131579,0,0,0,0,0,0,0
451,30909,10,23,0.761,0.0,0.648,10.4,19.5,12.3,1.2,2.3,21.0,13.7,0.6,0.19,0.1,1.2,0.4,0.0,0.0,0.727,44,0.772,159.0,40,11.0,12.0,30.0,56,172,720543.0,0.5365853658536586,739389.365131579,0,0,0,0,0,0,0
452,30910,4,71,0.552,0.585,0.111,3.9,6.8,5.9,3.4,2.4,8.3,10.6,1.5,0.086,-2.7,2.2,0.4,54.0,0.365,0.533,19,0.679,140.0,53,83.0,32.0,24.0,113,293,739389.365132,0.5,739389.365131579,0,0,0,0,0,1,0
453,30911,4,49,0.536,0.543,0.103,4.1,6.3,5.1,3.8,2.2,6.2,9.8,0.9,0.102,-3.3,3.4,0.3,21.0,0.333,0.547,9,0.75,63.0,23,45.0,14.0,8.0,65,130,839261.0,0.6585365853658537,739389.365131579,0,0,0,0,0,1,0
454,30912,4,22,0.566,0.62,0.117,3.7,7.3,6.6,3.0,2.6,10.0,11.4,0.6,0.07,-2.2,1.1,0.1,33.0,0.388,0.519,10,0.625,77.0,30,38.0,18.0,16.0,48,163,767374.0,0.4024390243902439,739389.365131579,0,0,0,0,0,1,0
455,30913,2,34,0.538,0.778,0.111,1.4,4.6,6.9,0.8,0.3,5.8,16.5,0.2,0.044,-1.9,-1.5,-0.1,32.0,0.381,0.333,10,0.833,26.0,16,5.0,1.0,7.0,27,122,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
456,30914,2,12,0.459,0.714,0.102,1.7,5.8,4.0,0.7,0.0,5.5,17.7,0.1,-0.014,-4.2,-1.4,-0.1,13.0,0.371,0.143,4,0.8,14.0,4,2.0,0.0,3.0,14,47,763168.0,0.524390243902439,739389.365131579,0,0,0,1,0,0,0
457,30915,2,22,0.604,0.831,0.119,1.3,3.7,8.9,0.8,0.5,6.1,15.6,0.1,0.084,-0.2,-1.6,0.0,19.0,0.388,0.6,6,0.857,12.0,12,3.0,1.0,4.0,13,75,687510.0,0.5121951219512195,739389.365131579,0,0,0,1,0,0,0
458,30916,9,32,0.443,0.54,0.14,0.5,3.5,23.4,1.6,0.0,15.9,12.7,0.1,0.021,-4.4,-0.8,-0.2,9.0,0.333,0.348,4,0.571,13.0,41,7.0,0.0,10.0,20,47,715491.0,0.5853658536585366,739389.365131579,0,0,1,0,0,0,0
459,30917,1,41,0.566,0.585,0.151,1.5,7.8,5.1,0.8,1.2,10.3,10.4,0.5,0.058,-3.1,0.0,-0.1,26.0,0.419,0.409,14,0.875,75.0,21,9.0,7.0,13.0,33,128,763168.0,0.524390243902439,739389.365131579,0,0,0,0,0,1,0
460,30918,4,80,0.557,0.713,0.113,2.4,6.7,11.2,0.9,0.5,7.8,17.6,1.9,0.071,-0.8,-0.9,0.2,197.0,0.35,0.559,78,0.876,258.0,171,42.0,12.0,70.0,166,923,807190.0,0.5365853658536586,739389.365131579,0,0,0,1,0,0,0
461,30919,6,37,0.592,0.663,0.225,3.7,8.4,7.5,0.6,2.9,12.7,10.3,0.6,0.067,-2.2,0.0,0.0,39.0,0.348,0.667,27,0.711,135.0,52,12.0,30.0,27.0,85,220,827282.0,0.4634146341463415,739389.365131579,0,0,0,0,0,0,0
462,30920,2,27,0.536,0.286,0.194,3.1,8.2,25.2,1.2,1.3,15.2,16.9,0.2,0.069,-1.9,-0.8,-0.1,9.0,0.321,0.529,13,0.684,47.0,58,8.0,5.0,19.0,24,114,827282.0,0.4634146341463415,739389.365131579,0,0,1,0,0,0,0
463,30921,10,9,0.652,0.621,0.31,11.4,15.5,1.2,0.8,0.0,15.4,14.4,0.1,0.126,-2.8,-2.2,-0.1,7.0,0.389,0.636,8,0.889,34.0,1,2.0,0.0,6.0,16,43,718786.0,0.7073170731707317,739389.365131579,0,0,0,0,0,0,0
464,30922,3,4,0.381,0.429,0.286,15.4,15.2,0.0,2.7,0.0,11.3,10.8,0.1,0.068,-6.6,-2.4,-0.1,0.0,0.0,0.5,2,1.0,10.0,0,2.0,0.0,1.0,3,6,766240.0,0.6951219512195121,739389.365131579,1,0,0,0,0,0,0
465,30923,2,7,0.8,0.467,0.0,6.3,16.6,11.2,0.9,0.0,11.8,13.7,0.0,0.186,2.4,1.2,0.1,4.0,0.571,0.75,0,0.0,16.0,4,1.0,0.0,2.0,5,24,728240.0,0.45121951219512196,739389.365131579,1,0,0,0,0,0,0
466,30924,9,4,0.498,0.214,0.5,2.6,6.4,22.6,1.1,2.2,19.0,20.6,0.0,-0.003,-5.1,-1.2,0.0,1.0,0.333,0.455,4,0.571,5.0,7,1.0,1.0,4.0,5,17,728405.0,0.4146341463414634,739389.365131579,0,0,1,0,0,0,0
467,30925,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62972296693476,0.0,0.0,0.01,-7.2,-1.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,839261.0,0.6585365853658537,739389.365131579,1,0,0,0,0,0,0
468,30926,4,62,0.621,0.556,0.147,4.2,10.9,5.3,1.0,1.4,7.3,22.7,1.8,0.116,2.0,-1.8,1.0,188.0,0.414,0.579,96,0.8,341.0,65,37.0,29.0,68.0,119,1080,788635.0,0.6463414634146342,739389.365131579,0,0,0,1,0,0,0
469,30927,5,83,0.587,0.349,0.279,2.9,6.8,13.7,1.5,1.8,8.2,22.6,3.1,0.121,1.6,0.2,2.8,169.0,0.382,0.514,316,0.895,364.0,273,91.0,61.0,127.0,159,1671,739389.365132,0.5,739389.365131579,0,0,0,1,0,0,0
470,30928,5,56,0.574,0.342,0.228,3.0,6.6,14.1,1.6,2.0,8.5,19.2,2.2,0.116,0.4,0.6,1.6,101.0,0.387,0.503,156,0.897,243.0,201,65.0,45.0,78.0,115,965,699911.0,0.5487804878048781,739389.365131579,0,0,0,1,0,0,0
471,30929,5,27,0.607,0.36,0.356,2.9,7.4,12.9,1.4,1.5,7.8,30.3,0.8,0.133,4.1,-0.8,1.2,68.0,0.376,0.531,160,0.894,121.0,72,26.0,16.0,49.0,44,706,724439.0,0.5487804878048781,739389.365131579,0,0,0,1,0,0,0
472,30930,16,67,0.583,0.575,0.277,1.8,4.9,29.4,1.7,0.6,13.1,16.3,1.4,0.13,1.0,-0.1,1.5,135.0,0.385,0.486,141,0.834,182.0,450,73.0,14.0,103.0,139,798,739389.365132,0.5,739389.365131579,0,0,1,0,0,0,0
473,30931,16,43,0.552,0.568,0.256,1.5,4.5,34.0,1.6,0.7,15.1,16.1,0.8,0.113,0.7,-0.5,0.7,77.0,0.362,0.469,78,0.813,107.0,330,44.0,10.0,74.0,94,461,728240.0,0.45121951219512196,739389.365131579,0,0,1,0,0,0,0
474,30932,16,24,0.631,0.587,0.311,2.4,5.6,21.5,1.8,0.5,9.8,16.8,0.7,0.158,1.5,0.6,0.7,58.0,0.42,0.515,63,0.863,75.0,120,29.0,4.0,29.0,45,337,687510.0,0.5121951219512195,739389.365131579,0,0,1,0,0,0,0
475,30933,10,63,0.608,0.709,0.178,4.2,11.6,7.1,0.8,2.3,6.8,15.1,1.1,0.128,-0.3,-0.1,0.4,81.0,0.391,0.588,40,0.769,203.0,50,15.0,24.0,23.0,98,383,739389.365132,0.5,739389.365131579,0,0,0,0,0,0,0
476,30934,10,43,0.602,0.7,0.192,3.9,11.6,8.2,0.8,2.8,6.0,15.7,0.7,0.134,0.2,-0.1,0.3,56.0,0.394,0.541,31,0.795,135.0,38,11.0,19.0,14.0,70,265,636903.0,0.4878048780487805,739389.365131579,0,0,0,0,0,0,0
477,30935,10,20,0.623,0.73,0.146,4.8,11.5,5.0,0.6,1.3,8.7,14.0,0.4,0.116,-1.5,0.1,0.1,25.0,0.385,0.708,9,0.692,68.0,12,4.0,5.0,9.0,28,118,766240.0,0.6951219512195121,739389.365131579,0,0,0,0,0,0,0
478,30936,2,64,0.475,0.623,0.195,1.9,3.6,12.4,2.4,1.0,9.7,14.6,0.7,0.047,-3.6,1.4,-0.1,40.0,0.299,0.457,28,0.667,50.0,72,37.0,8.0,25.0,60,222,795110.0,0.573170731707317,739389.365131579,0,0,1,0,0,0,0
479,30937,5,59,0.652,0.0,0.436,18.4,19.2,4.5,1.7,6.5,10.9,10.1,2.6,0.198,1.0,1.4,1.7,0.0,0.0,0.671,59,0.484,555.0,53,56.0,109.0,41.0,160,435,795110.0,0.573170731707317,739389.365131579,0,0,0,0,0,0,0
480,30938,5,49,0.602,0.515,0.257,8.5,16.4,8.7,0.8,5.3,10.1,16.6,1.1,0.139,-0.2,0.7,0.5,48.0,0.387,0.59,41,0.661,225.0,46,13.0,43.0,30.0,105,323,739389.365132,0.5,739389.365131579,0,0,0,0,0,0,0
481,30939,5,40,0.613,0.505,0.238,7.8,15.3,9.0,0.9,5.4,8.5,16.3,0.9,0.15,0.4,0.9,0.6,43.0,0.398,0.594,35,0.686,184.0,42,12.0,38.0,22.0,86,290,728405.0,0.4146341463414634,739389.365131579,0,0,0,0,0,0,0
482,30940,5,9,0.518,0.593,0.407,13.9,24.9,6.0,0.5,4.8,20.1,19.1,0.2,0.054,-5.3,-0.2,-0.1,5.0,0.313,0.545,6,0.545,41.0,4,1.0,5.0,8.0,19,33,763168.0,0.524390243902439,739389.365131579,0,0,0,0,0,0,0
483,30941,6,62,0.579,0.396,0.15,1.8,6.9,26.4,1.2,0.6,9.9,15.6,1.1,0.12,0.8,-0.4,1.1,78.0,0.382,0.543,64,0.831,210.0,326,43.0,13.0,60.0,75,636,710481.0,0.4268292682926829,739389.365131579,0,0,1,0,0,0,0
484,30942,8,57,0.631,0.029,0.483,11.8,13.8,7.4,1.2,3.4,12.1,18.9,0.8,0.153,-0.9,-0.4,0.1,0.0,0.0,0.616,70,0.693,159.0,33,17.0,25.0,35.0,75,320,839261.0,0.6585365853658537,739389.365131579,0,0,0,0,0,0,0
485,30943,5,57,0.63,0.412,0.46,7.0,13.2,11.5,1.6,1.1,12.5,21.1,1.3,0.149,0.4,0.2,0.7,51.0,0.313,0.631,153,0.841,259.0,84,37.0,13.0,68.0,136,600,728405.0,0.4146341463414634,739389.365131579,0,0,0,0,0,0,0
486,30944,4,36,0.607,0.0,0.75,22.0,26.5,2.1,0.7,4.2,10.5,21.2,0.4,0.179,0.6,-1.2,0.1,0.0,0.0,0.635,33,0.458,139.0,4,4.0,14.0,15.0,39,155,739389.365132,0.5,739389.365131579,0,0,0,0,0,0,0
487,30945,4,34,0.607,0.0,0.75,22.4,27.0,2.2,0.5,4.3,9.9,21.5,0.4,0.185,0.9,-1.3,0.1,0.0,0.0,0.635,33,0.458,139.0,4,3.0,14.0,14.0,38,155,720543.0,0.5365853658536586,739389.365131579,0,0,0,0,0,0,0
488,30946,4,2,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,100.0,7.4,0.0,-0.129,-12.7,2.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1.0,1,0,724439.0,0.5487804878048781,739389.365131579,0,0,0,0,0,0,0
489,30947,2,63,0.603,0.595,0.233,3.8,7.1,8.2,1.0,0.8,12.0,14.6,0.6,0.076,-1.7,-0.9,-0.1,49.0,0.363,0.641,37,0.698,105.0,51,18.0,7.0,34.0,54,302,740624.0,0.5365853658536586,739389.365131579,0,0,0,0,0,1,0
490,30948,1,22,0.546,0.043,0.34,18.0,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.105,-1.8,-0.7,0.0,1.0,0.5,0.511,10,0.625,50.0,4,7.0,8.0,9.0,15,59,720543.0,0.5365853658536586,739389.365131579,1,0,0,0,0,0,0
491,30949,8,62,0.651,0.34,0.377,5.4,14.2,7.5,0.9,6.6,10.8,22.0,2.0,0.142,1.4,0.7,1.9,93.0,0.373,0.638,216,0.783,466.0,89,36.0,140.0,103.0,215,1113,641562.0,0.4268292682926829,739389.365131579,0,0,0,0,0,0,0
492,30950,3,77,0.539,0.382,0.306,3.0,8.8,14.4,1.5,0.7,13.0,17.8,2.0,0.068,-1.9,0.0,0.1,66.0,0.303,0.513,138,0.789,279.0,189,54.0,14.0,97.0,113,698,687691.0,0.5121951219512195,739389.365131579,0,0,0,1,0,0,0
493,30951,4,54,0.555,0.521,0.152,3.2,8.3,7.3,1.0,1.8,10.0,16.0,0.4,0.032,-1.6,-1.5,-0.3,58.0,0.367,0.524,33,0.717,141.0,50,20.0,20.0,36.0,66,359,767374.0,0.4024390243902439,739389.365131579,0,0,0,1,0,0,0
494,30952,3,38,0.655,0.272,0.704,8.6,10.8,6.1,1.6,1.8,16.5,18.7,0.3,0.116,-2.3,-0.8,-0.1,8.0,0.364,0.644,39,0.684,56.0,13,10.0,6.0,21.0,41,139,687510.0,0.5121951219512195,739389.365131579,1,0,0,0,0,0,0
495,30953,4,68,0.617,0.376,0.22,6.6,14.9,9.6,1.6,3.7,12.7,24.8,1.9,0.114,0.3,0.8,1.0,75.0,0.346,0.653,86,0.677,333.0,77,42.0,53.0,92.0,176,781,687510.0,0.5121951219512195,739389.365131579,0,0,0,0,0,0,0
496,30954,2,5,0.607,0.0,0.222,19.8,21.7,5.0,0.0,6.0,9.2,16.1,0.0,0.149,-2.6,-0.8,0.0,0.0,0.0,0.667,0,0.0,11.0,1,0.0,2.0,1.0,7,12,715491.0,0.5853658536585366,739389.365131579,0,0,0,0,0,0,0
497,30955,9,17,0.424,0.056,0.333,5.6,13.1,6.7,4.0,4.5,23.9,12.0,0.3,0.007,-6.5,2.6,-0.1,1.0,0.5,0.353,8,0.667,46.0,10,16.0,10.0,13.0,32,35,739389.365132,0.5,739389.365131579,0,0,0,0,0,0,0
498,30956,9,14,0.465,0.067,0.333,5.0,13.5,6.2,4.1,5.2,18.9,11.9,0.3,0.04,-5.1,3.1,0.0,1.0,0.5,0.393,7,0.7,37.0,7,13.0,9.0,8.0,25,32,759715.0,0.2073170731707317,739389.365131579,0,0,0,0,0,0,0
